accountID,town,country,age,job,married,education,defaulted?,current_balance,housing,has_loan,last_contact,cc_tr,last_contact_day,last_contact_month,last_contact_duration_s,campaign,days_since_last_contact,previous,poutcome,made_deposit
72577959,Basingstoke,UK,37,technician,married,secondary,no,588,yes,no,cellular,1,14,aug,65,4,-1,0,unknown,no
86379805,Swindon,UK,35,blue-collar,married,unknown,no,520,yes,no,cellular,3,17,apr,476,1,-1,0,unknown,yes
79273723,Manchester,UK,39,self-employed,married,secondary,no,4722,yes,no,unknown,2,17,jun,483,1,-1,0,unknown,no
86684225,Weston-super-Mare,UK,44,technician,married,secondary,no,1901,no,no,cellular,4,6,aug,165,2,-1,0,unknown,no
18011485,London,UK,30,self-employed,married,tertiary,no,1785,no,no,unknown,3,17,oct,235,1,-1,0,unknown,yes
45982852,Wigan,UK,41,services,divorced,secondary,no,-19,yes,no,unknown,3,19,may,201,1,-1,0,unknown,no
51749827,York,UK,46,management,divorced,tertiary,no,2166,yes,no,cellular,3,23,jul,870,1,-1,0,unknown,yes
69772712,Sunderland,UK,42,blue-collar,married,primary,no,-97,yes,no,cellular,5,3,feb,216,4,271,5,failure,no
99594439,Crawley,UK,68,retired,married,secondary,no,1443,no,no,telephone,3,21,dec,2062,2,257,1,success,yes
81786148,Swindon,UK,38,blue-collar,married,primary,no,467,yes,no,unknown,3,16,may,379,1,-1,0,unknown,no
93997755,Wolverhampton,UK,37,management,divorced,tertiary,no,1775,no,no,cellular,3,15,jul,514,5,-1,0,unknown,yes
30940760,Gloucester,UK,34,admin.,single,secondary,no,296,no,no,cellular,5,20,nov,68,1,136,4,failure,no
83104279,Colchester,UK,51,management,married,primary,no,6298,yes,no,unknown,4,20,jun,14,3,-1,0,unknown,no
77482653,Gateshead,UK,38,entrepreneur,single,secondary,no,2543,no,no,cellular,3,10,aug,223,1,414,4,failure,yes
80577369,Glasgow,UK,30,student,single,tertiary,no,2539,no,no,telephone,2,5,mar,199,5,-1,0,unknown,yes
96927109,Doncaster,UK,54,admin.,married,secondary,no,0,yes,yes,cellular,3,23,jul,117,1,-1,0,unknown,no
86854673,Worcester,UK,43,technician,married,secondary,no,2344,yes,no,unknown,4,27,may,111,2,-1,0,unknown,no
74248749,Brighton,UK,51,entrepreneur,married,unknown,no,606,yes,no,unknown,5,28,may,560,9,-1,0,unknown,yes
17270631,Glasgow,UK,30,blue-collar,single,secondary,no,1165,yes,no,cellular,3,18,may,365,2,-1,0,unknown,no
60486200,Telford,UK,28,management,single,tertiary,no,730,yes,no,cellular,4,3,mar,631,1,-1,0,unknown,yes
36650144,Halifax,UK,52,blue-collar,married,primary,no,1524,no,no,cellular,1,3,jul,1007,6,-1,0,unknown,yes
76038440,Woking,UK,32,management,single,tertiary,no,17,no,no,cellular,2,22,aug,72,4,-1,0,unknown,no
53126696,Worcester,UK,37,blue-collar,single,unknown,no,217,no,no,cellular,2,23,sep,272,2,-1,0,unknown,yes
48743592,Crawley,UK,31,admin.,married,secondary,no,54,yes,no,cellular,2,21,nov,226,1,-1,0,unknown,no
83225456,Swansea,UK,27,technician,single,secondary,no,2,yes,yes,cellular,2,6,may,554,2,356,1,failure,yes
24920732,Nuneaton,UK,52,blue-collar,married,secondary,no,1405,no,yes,cellular,1,17,jul,753,2,-1,0,unknown,yes
90407789,Warrington,UK,30,blue-collar,married,primary,no,2607,yes,no,unknown,2,28,may,158,10,-1,0,unknown,no
44305676,Raleigh,UK,47,blue-collar,divorced,primary,no,126,yes,no,unknown,4,3,jun,2456,2,-1,0,unknown,yes
68285200,Huddersfield,UK,26,admin.,married,secondary,no,1417,yes,no,unknown,3,6,jun,60,3,-1,0,unknown,no
68154098,Blackburn,UK,40,unemployed,single,secondary,no,334,no,no,cellular,1,5,mar,219,1,91,6,other,yes
62218267,Gateshead,UK,47,blue-collar,married,secondary,no,3715,no,no,cellular,4,12,feb,171,2,182,4,other,yes
49386166,Lincoln,UK,33,management,married,tertiary,no,4570,no,no,cellular,4,22,aug,1258,2,-1,0,unknown,yes
42145831,Southampton,UK,43,services,single,secondary,no,21,no,no,cellular,1,3,feb,203,3,-1,0,unknown,no
48282541,Nuneaton,UK,38,management,married,tertiary,no,1354,yes,no,cellular,4,29,jan,50,2,-1,0,unknown,no
94420756,Bolton,UK,64,management,married,tertiary,no,3951,no,no,cellular,5,28,jan,134,1,91,1,success,yes
89613109,London,UK,27,admin.,married,tertiary,no,2855,no,no,cellular,5,25,jan,240,1,301,3,failure,yes
26362709,Peterborough,UK,39,admin.,divorced,secondary,no,83,yes,no,cellular,2,30,jul,69,6,-1,0,unknown,no
25590897,Liverpool,UK,45,technician,single,tertiary,no,0,no,no,cellular,1,22,aug,87,4,-1,0,unknown,no
62113648,Glasgow,UK,59,management,single,tertiary,no,7668,no,no,cellular,1,5,aug,124,1,-1,0,unknown,no
28765999,Bradford,UK,26,blue-collar,single,secondary,no,2669,yes,no,cellular,1,16,apr,242,1,-1,0,unknown,no
16313890,Birmingham,UK,31,blue-collar,married,secondary,no,1766,no,yes,cellular,2,5,jun,166,2,-1,0,unknown,yes
20588315,Bradford,UK,59,admin.,married,secondary,no,2552,no,yes,cellular,2,5,aug,125,3,-1,0,unknown,no
37012519,Edinburgh,UK,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,1,3,apr,296,1,270,3,failure,yes
52784119,Aberdeen,UK,41,admin.,single,secondary,no,985,yes,no,cellular,2,30,jun,274,2,391,11,success,yes
95923104,Leicester,UK,42,management,married,tertiary,no,2110,no,yes,cellular,2,31,jul,106,2,-1,0,unknown,no
82713919,Swansea,UK,38,blue-collar,divorced,secondary,no,2998,yes,no,unknown,1,11,jun,91,1,-1,0,unknown,no
74257562,Blackburn,UK,32,management,single,tertiary,no,506,no,no,cellular,5,5,mar,63,2,-1,0,unknown,yes
64167285,Halifax,UK,32,management,married,tertiary,no,2213,no,no,cellular,3,29,jan,125,2,154,7,failure,no
68352737,Hemel Hempstead,UK,32,blue-collar,single,tertiary,no,700,no,no,unknown,1,13,nov,90,1,-1,0,unknown,yes
57751069,Cambridge,UK,30,management,single,tertiary,no,2995,yes,no,cellular,3,18,nov,329,1,-1,0,unknown,no
57394812,Plymouth,UK,34,self-employed,single,secondary,no,296,no,no,cellular,4,27,aug,609,13,-1,0,unknown,yes
90991972,Rotherham,UK,37,services,married,secondary,no,1543,yes,no,cellular,3,16,feb,138,2,-1,0,unknown,yes
24272512,Blackpool,UK,28,self-employed,single,tertiary,no,805,no,no,cellular,4,12,nov,116,5,170,2,failure,no
76639039,Birmingham,UK,36,unemployed,married,tertiary,no,4145,no,no,unknown,4,20,jun,988,4,-1,0,unknown,yes
60867557,Newcastle upon Tyne,UK,31,management,single,secondary,no,202,yes,no,cellular,2,8,jul,167,1,62,1,failure,yes
24484914,Coventry,UK,25,services,single,unknown,no,2022,no,no,cellular,5,29,jul,276,8,97,12,other,yes
96767759,Wolverhampton,UK,58,self-employed,married,secondary,no,0,yes,no,unknown,5,15,may,272,9,-1,0,unknown,no
56025320,Birmingham,UK,58,unemployed,married,secondary,no,687,yes,no,cellular,1,30,apr,341,2,-1,0,unknown,yes
78861798,Birmingham,UK,43,admin.,married,secondary,no,323,yes,yes,cellular,4,12,may,43,3,369,2,failure,no
79895809,Blackburn,UK,29,self-employed,single,tertiary,no,655,no,no,cellular,5,23,mar,273,1,-1,0,unknown,yes
60245011,Darlington,UK,38,self-employed,single,secondary,no,677,yes,no,cellular,4,14,may,114,2,-1,0,unknown,no
73538206,Liverpool,UK,33,services,single,secondary,no,170,no,no,cellular,2,7,jul,782,1,-1,0,unknown,yes
90664052,Sunderland,UK,57,management,married,tertiary,no,9103,no,yes,unknown,1,20,jun,1098,2,-1,0,unknown,yes
25433078,London,UK,31,services,married,secondary,no,593,yes,no,cellular,1,19,nov,391,2,-1,0,unknown,no
59699284,Newport,UK,57,self-employed,married,secondary,no,2109,no,no,cellular,2,21,aug,107,6,-1,0,unknown,no
57313127,Manchester,UK,33,unemployed,single,tertiary,no,6748,no,no,cellular,4,14,aug,1579,2,-1,0,unknown,yes
44846641,London,UK,33,management,single,tertiary,no,3161,yes,no,cellular,4,2,apr,313,3,-1,0,unknown,yes
57212488,Exeter,UK,64,retired,married,secondary,no,588,no,no,cellular,2,16,jul,574,1,179,3,success,yes
71792630,Lincoln,UK,57,blue-collar,married,unknown,no,807,yes,no,unknown,2,6,may,211,2,-1,0,unknown,no
98563789,Liverpool,UK,34,management,single,tertiary,no,1228,no,no,cellular,4,30,apr,580,2,84,8,success,yes
80437947,Stevenage,UK,48,technician,married,secondary,no,862,no,no,cellular,5,30,jul,160,2,-1,0,unknown,no
84452282,Worcester,UK,80,retired,married,secondary,no,668,no,no,telephone,5,8,jul,250,1,371,1,success,yes
28404751,Telford,UK,46,services,married,secondary,no,1757,yes,no,unknown,3,14,may,380,4,-1,0,unknown,no
25950456,Sheffield,UK,27,admin.,married,secondary,no,941,yes,no,cellular,2,11,jul,124,1,-1,0,unknown,no
65829376,Birmingham,UK,44,management,married,unknown,no,282,no,no,cellular,5,6,oct,296,3,-1,0,unknown,yes
49945774,Halifax,UK,41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,1,16,may,32,3,-1,0,unknown,no
93766901,Middlesbrough,UK,38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,3,20,nov,888,2,183,2,failure,yes
95008757,London,UK,52,services,married,secondary,no,2081,yes,no,unknown,4,29,may,150,1,-1,0,unknown,no
18200168,Ipswich,UK,68,retired,married,tertiary,no,2820,no,no,cellular,3,3,dec,154,1,97,2,failure,yes
27122146,Blackpool,UK,26,unemployed,single,secondary,no,622,no,no,cellular,2,28,jan,1451,2,-1,0,unknown,yes
94895262,Oxford,UK,42,blue-collar,married,secondary,no,-972,yes,no,unknown,4,29,may,146,1,-1,0,unknown,no
99392926,Norwich,UK,78,retired,divorced,primary,no,229,no,no,telephone,3,22,oct,97,1,-1,0,unknown,yes
29134166,Birmingham,UK,44,management,married,primary,no,558,no,no,cellular,2,19,feb,268,5,-1,0,unknown,yes
82652502,Lincoln,UK,52,blue-collar,married,secondary,no,1500,no,yes,unknown,5,20,jun,109,3,-1,0,unknown,no
28183272,Oxford,UK,46,housemaid,divorced,primary,no,2084,yes,no,cellular,2,18,jul,1081,2,-1,0,unknown,yes
64623030,Woking,UK,41,entrepreneur,married,secondary,no,8491,yes,no,cellular,2,18,nov,929,1,-1,0,unknown,yes
48381243,Glasgow,UK,52,technician,married,secondary,no,5303,yes,no,unknown,2,19,oct,133,1,-1,0,unknown,yes
21782832,Sale,UK,43,management,married,tertiary,no,-391,yes,no,cellular,4,28,jul,193,8,-1,0,unknown,no
29876757,Nottingham,UK,24,admin.,single,secondary,no,1235,yes,yes,unknown,4,30,may,76,3,-1,0,unknown,no
10751930,Birmingham,UK,41,blue-collar,single,unknown,no,961,yes,no,unknown,4,29,may,117,1,-1,0,unknown,no
99756391,Nottingham,UK,41,blue-collar,married,secondary,no,393,yes,yes,cellular,2,10,jul,122,1,-1,0,unknown,no
32613240,Wakefield,UK,40,technician,married,secondary,no,-357,yes,no,cellular,1,16,jul,700,4,-1,0,unknown,yes
62925624,Birmingham,UK,31,management,single,tertiary,no,147,no,no,cellular,2,9,jun,163,2,92,3,success,yes
24034664,Salford,UK,51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,5,21,nov,41,1,-1,0,unknown,no
79701791,Grimsby,UK,47,self-employed,married,tertiary,no,1011,no,no,cellular,2,6,oct,808,1,-1,0,unknown,yes
37740284,Manchester,UK,33,management,married,tertiary,no,584,yes,no,cellular,1,7,aug,269,3,-1,0,unknown,no
16733937,Crawley,UK,35,management,single,tertiary,no,1396,yes,no,cellular,4,13,may,809,1,300,1,failure,yes
37884808,London,UK,46,technician,married,secondary,no,190,yes,no,cellular,2,12,aug,370,2,-1,0,unknown,no
35451425,Stoke-on-Trent,UK,29,management,single,tertiary,no,2955,no,no,cellular,5,29,apr,226,2,-1,0,unknown,yes
36337010,Raleigh,UK,42,self-employed,married,secondary,no,240,yes,no,cellular,1,4,feb,183,1,189,16,other,no
38464579,Gloucester,UK,30,student,single,tertiary,no,7529,no,no,cellular,1,20,apr,175,6,183,1,success,yes
83351834,Liverpool,UK,34,technician,single,tertiary,no,370,no,no,cellular,2,11,aug,116,2,-1,0,unknown,no
51551332,Glasgow,UK,46,management,married,tertiary,no,3984,no,no,cellular,2,13,aug,77,2,-1,0,unknown,no
87381478,Barnsley,UK,32,services,single,secondary,no,772,yes,no,unknown,2,15,may,697,3,-1,0,unknown,yes
12941577,Warrington,UK,24,self-employed,single,tertiary,no,2376,no,no,cellular,4,27,apr,122,1,-1,0,unknown,yes
75398248,Glasgow,UK,41,management,single,tertiary,no,1982,no,no,cellular,5,21,nov,558,1,-1,0,unknown,yes
89696431,Glasgow,UK,27,blue-collar,married,secondary,no,419,yes,no,unknown,1,4,jun,1181,2,-1,0,unknown,yes
51302838,Wolverhampton,UK,27,blue-collar,single,secondary,no,535,no,no,cellular,3,15,feb,171,1,91,2,success,yes
87331756,Glasgow,UK,35,blue-collar,married,secondary,no,154,yes,no,unknown,2,23,may,211,4,-1,0,unknown,no
68059782,Worthing,UK,41,management,married,tertiary,no,217,no,no,cellular,1,19,nov,328,1,-1,0,unknown,no
68384785,London,UK,31,services,single,secondary,no,-475,yes,no,telephone,1,12,may,232,3,-1,0,unknown,no
30423539,London,UK,34,blue-collar,single,secondary,no,39,no,no,cellular,2,18,jul,138,3,-1,0,unknown,no
11701614,Reading,UK,48,technician,married,secondary,no,178,yes,no,unknown,4,17,jun,320,4,-1,0,unknown,no
32973176,Bath,UK,34,blue-collar,single,secondary,no,550,yes,no,cellular,5,20,apr,90,3,346,1,failure,no
93458620,Birmingham,UK,56,technician,divorced,secondary,no,179,no,no,cellular,4,18,jul,536,1,-1,0,unknown,yes
57005803,Darlington,UK,32,unemployed,single,secondary,no,1026,yes,no,cellular,5,13,may,289,1,-1,0,unknown,yes
11239945,Halifax,UK,85,retired,married,primary,no,1255,no,no,cellular,4,15,jan,233,3,-1,0,unknown,yes
63954547,Poole,UK,28,blue-collar,single,secondary,no,1106,yes,no,cellular,2,17,apr,73,2,-1,0,unknown,no
75473546,Sale,UK,32,technician,single,tertiary,no,13711,yes,no,cellular,5,14,may,638,1,175,3,success,no
70111264,Chester,UK,79,retired,divorced,primary,no,79,no,no,cellular,4,9,oct,1106,2,-1,0,unknown,yes
76110310,Coventry,UK,51,housemaid,divorced,primary,no,127,no,no,unknown,1,13,sep,69,1,-1,0,unknown,no
27781044,Birmingham,UK,32,management,married,tertiary,no,1270,no,no,cellular,3,19,aug,232,3,-1,0,unknown,yes
52954937,Nottingham,UK,42,technician,married,tertiary,no,-215,no,no,unknown,1,20,jun,1573,5,-1,0,unknown,yes
24512668,Coventry,UK,56,blue-collar,married,secondary,no,1521,yes,yes,cellular,2,21,nov,19,2,179,3,other,no
71280404,Gloucester,UK,57,retired,married,primary,no,9367,no,no,cellular,2,14,may,700,4,92,7,success,yes
91642509,Manchester,UK,26,blue-collar,single,secondary,no,2007,no,no,cellular,5,13,oct,194,1,92,5,success,yes
88328159,Hemel Hempstead,UK,35,self-employed,married,tertiary,no,3698,yes,no,cellular,1,5,mar,106,1,-1,0,unknown,yes
89020917,Solihull,UK,42,blue-collar,married,primary,no,0,no,no,unknown,3,20,jun,19,2,-1,0,unknown,no
84416748,Maidstone,UK,46,blue-collar,married,primary,no,977,no,yes,telephone,5,2,feb,436,3,-1,0,unknown,yes
16259085,Birmingham,UK,55,admin.,married,secondary,no,1102,yes,no,unknown,5,15,may,126,2,-1,0,unknown,no
82564160,Hemel Hempstead,UK,49,entrepreneur,married,secondary,no,687,yes,no,cellular,3,17,apr,772,1,-1,0,unknown,yes
16999820,Gillingham,UK,32,self-employed,single,tertiary,no,46,yes,no,cellular,1,14,jun,485,2,-1,0,unknown,yes
15278482,Blackburn,UK,37,blue-collar,married,secondary,no,374,yes,no,unknown,4,7,may,944,3,-1,0,unknown,no
15595168,London,UK,35,services,married,secondary,no,0,no,no,unknown,2,9,jun,115,4,-1,0,unknown,no
78902375,Ipswich,UK,49,admin.,single,tertiary,no,228,yes,no,cellular,2,3,sep,252,2,93,2,success,yes
39351770,Peterborough,UK,52,management,married,tertiary,no,6,no,no,telephone,4,19,oct,57,1,-1,0,unknown,no
69953431,London,UK,52,retired,married,tertiary,no,350,no,yes,cellular,2,9,jul,156,1,-1,0,unknown,no
93645739,Solihull,UK,40,blue-collar,single,unknown,no,29,no,no,telephone,5,7,jul,118,2,-1,0,unknown,no
40315412,Birmingham,UK,33,management,married,tertiary,no,5878,no,no,cellular,3,23,oct,438,1,430,2,failure,yes
71488865,Bolton,UK,53,unemployed,married,secondary,no,582,yes,no,unknown,1,8,may,96,2,-1,0,unknown,no
63697408,Leicester,UK,54,management,married,tertiary,no,1464,no,no,cellular,5,30,jun,157,1,-1,0,unknown,yes
34849255,Bristol,UK,32,self-employed,married,secondary,no,409,no,no,cellular,3,9,mar,217,2,-1,0,unknown,yes
75932957,London,UK,49,unemployed,married,secondary,no,13818,no,no,cellular,5,21,nov,201,1,113,2,failure,no
33225530,Liverpool,UK,24,blue-collar,single,secondary,no,3,yes,no,cellular,5,15,may,311,1,-1,0,unknown,no
40733115,Newport,UK,62,housemaid,married,tertiary,no,1528,no,no,cellular,1,15,oct,134,2,184,1,success,yes
74949092,Oldham,UK,32,management,single,tertiary,no,7290,yes,no,cellular,4,18,may,357,1,-1,0,unknown,yes
57539784,London,UK,57,retired,married,tertiary,no,0,yes,yes,unknown,2,28,may,648,1,-1,0,unknown,yes
11667634,Southport,UK,30,management,single,tertiary,no,640,no,no,cellular,5,6,feb,124,4,213,2,failure,no
40720449,Colchester,UK,57,retired,single,primary,no,604,no,no,cellular,4,19,nov,187,1,-1,0,unknown,no
64474382,Raleigh,UK,61,technician,married,secondary,no,1191,no,no,cellular,5,21,may,214,4,-1,0,unknown,yes
99299988,Crawley,UK,52,unemployed,married,secondary,no,5091,no,no,cellular,1,26,may,309,1,-1,0,unknown,no
27350161,Ipswich,UK,42,management,married,tertiary,no,-556,yes,yes,cellular,2,8,may,682,3,347,3,failure,yes
41988061,Sutton Coldfield,UK,61,management,married,tertiary,no,3371,no,no,cellular,3,28,sep,299,2,-1,0,unknown,yes
97428828,Basildon,UK,38,self-employed,single,secondary,no,592,no,no,cellular,1,6,may,275,1,-1,0,unknown,no
92159035,Eastbourne,UK,55,management,married,tertiary,no,7803,no,no,cellular,4,15,jan,441,1,-1,0,unknown,yes
79772271,Solihull,UK,84,retired,married,secondary,no,81204,no,no,telephone,4,28,dec,679,1,313,2,other,yes
39162199,Telford,UK,34,services,married,secondary,no,244,no,no,cellular,1,4,feb,696,2,-1,0,unknown,no
79194196,Manchester,UK,25,admin.,single,secondary,no,184,no,yes,telephone,3,11,jul,437,7,-1,0,unknown,no
65275158,Birmingham,UK,27,management,single,secondary,no,967,yes,no,unknown,2,21,may,162,1,-1,0,unknown,no
71305310,Middlesbrough,UK,53,housemaid,married,secondary,no,1182,yes,no,cellular,3,7,sep,82,1,293,1,failure,no
45881432,Hastings,UK,31,technician,single,tertiary,no,23,no,no,cellular,1,25,aug,121,3,-1,0,unknown,no
36611947,Worthing,UK,51,blue-collar,married,primary,no,541,no,no,cellular,1,11,aug,663,3,-1,0,unknown,yes
87578882,Worthing,UK,64,retired,married,tertiary,no,1644,no,no,telephone,2,7,sep,569,4,-1,0,unknown,yes
46149013,Glasgow,UK,34,management,married,tertiary,no,101,yes,no,cellular,4,13,aug,209,5,-1,0,unknown,no
20544596,Chelmsford,UK,39,management,single,tertiary,no,202,yes,no,cellular,1,12,may,59,1,301,1,other,no
90801470,Oldham,UK,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,4,13,oct,216,1,183,4,success,yes
18821747,Halifax,UK,74,retired,married,primary,no,1765,no,no,telephone,5,11,sep,290,2,-1,0,unknown,yes
32216162,Salford,UK,31,management,married,tertiary,no,10884,no,no,cellular,5,10,aug,294,3,98,2,success,yes
48578664,Sutton Coldfield,UK,49,blue-collar,married,secondary,no,1946,no,no,cellular,3,19,oct,192,1,95,1,success,yes
42260045,Grimsby,UK,33,admin.,single,tertiary,no,475,yes,no,cellular,4,7,may,1046,1,-1,0,unknown,yes
36056028,Coventry,UK,69,retired,married,secondary,no,0,no,no,cellular,2,25,aug,412,2,-1,0,unknown,yes
87670098,Glasgow,UK,30,entrepreneur,married,secondary,no,2551,yes,no,unknown,2,5,jun,142,2,-1,0,unknown,no
54734230,Belfast,UK,43,management,divorced,tertiary,no,2367,no,no,cellular,3,1,jun,114,1,38,2,other,yes
54160298,Rotherham,UK,33,unemployed,married,secondary,no,-144,no,no,cellular,2,30,jul,481,3,-1,0,unknown,yes
41767684,Warrington,UK,32,entrepreneur,married,unknown,no,73,yes,no,cellular,3,21,nov,158,1,135,1,failure,no
79511582,Birkenhead,UK,47,management,married,unknown,no,1128,no,no,cellular,1,28,jan,65,2,-1,0,unknown,no
50035998,Halifax,UK,39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,3,15,may,562,2,-1,0,unknown,yes
16375482,Birmingham,UK,39,management,single,tertiary,no,139,no,no,cellular,2,22,aug,109,2,-1,0,unknown,no
46370842,Weston-super-Mare,UK,52,technician,married,tertiary,no,523,yes,yes,cellular,1,8,jul,113,1,-1,0,unknown,no
43058242,Leicester,UK,38,entrepreneur,married,secondary,no,65,no,no,cellular,4,5,feb,173,1,-1,0,unknown,no
90927918,Brighton,UK,38,services,divorced,secondary,no,61,no,no,unknown,5,5,jun,636,1,-1,0,unknown,yes
32198951,Northampton,UK,63,retired,married,tertiary,no,1795,no,no,cellular,4,7,sep,219,1,-1,0,unknown,yes
50905467,Sunderland,UK,38,management,single,tertiary,no,455,yes,no,cellular,1,19,feb,255,2,555,6,success,yes
25059602,Grimsby,UK,29,technician,single,secondary,no,674,no,no,cellular,4,30,apr,483,1,13,5,success,yes
62003848,Portsmouth,UK,32,admin.,single,secondary,no,678,yes,no,cellular,1,4,feb,1579,1,246,4,failure,yes
76527298,Birmingham,UK,24,technician,single,secondary,no,-126,yes,yes,unknown,1,13,may,382,2,-1,0,unknown,no
46966678,Halifax,UK,59,management,married,tertiary,yes,782,no,yes,cellular,1,13,aug,127,2,-1,0,unknown,no
87079302,Kingston upon Hull,UK,32,admin.,married,secondary,no,35,no,no,cellular,5,17,dec,324,3,126,3,success,yes
39723164,Plymouth,UK,26,admin.,married,secondary,no,714,yes,no,unknown,4,28,may,183,1,-1,0,unknown,no
98447910,Stevenage,UK,25,student,single,secondary,no,3713,no,no,cellular,2,24,may,323,2,353,3,other,yes
88972399,Basingstoke,UK,30,admin.,single,secondary,no,457,no,no,cellular,5,27,apr,90,2,-1,0,unknown,no
83910660,Preston,UK,35,blue-collar,single,secondary,no,855,yes,no,cellular,3,12,may,549,1,300,1,success,yes
69479254,Huddersfield,UK,46,blue-collar,married,primary,no,-29,yes,no,unknown,4,12,may,322,1,-1,0,unknown,no
78201326,Salford,UK,43,technician,married,tertiary,no,4333,yes,no,cellular,5,20,nov,1490,3,-1,0,unknown,yes
70300954,Bristol,UK,32,blue-collar,single,secondary,no,604,no,no,cellular,2,30,jan,410,2,196,2,other,no
47189698,Colchester,UK,36,management,divorced,secondary,no,1655,yes,no,cellular,5,18,nov,155,2,-1,0,unknown,no
36046907,Solihull,UK,36,blue-collar,single,secondary,no,3623,no,no,unknown,3,12,nov,71,1,378,1,success,yes
63242011,Gillingham,UK,32,services,married,secondary,no,38,yes,no,cellular,4,15,may,744,1,-1,0,unknown,yes
36955156,Sutton Coldfield,UK,30,blue-collar,single,primary,no,185,no,no,unknown,3,26,jun,11,1,-1,0,unknown,no
52505569,Nottingham,UK,44,blue-collar,married,primary,no,4031,yes,no,cellular,4,7,may,983,4,-1,0,unknown,yes
54457462,Hemel Hempstead,UK,49,blue-collar,single,primary,no,566,yes,no,cellular,3,25,jul,979,2,-1,0,unknown,yes
27259762,Sale,UK,53,entrepreneur,single,unknown,no,717,no,no,cellular,1,30,jul,594,2,-1,0,unknown,no
43766556,Luton,UK,29,services,single,secondary,no,146,yes,no,unknown,3,19,may,104,2,-1,0,unknown,no
79541685,Coventry,UK,71,retired,divorced,secondary,no,5584,no,no,cellular,1,21,aug,534,3,-1,0,unknown,yes
92281969,Hartlepool,UK,23,services,married,secondary,no,1309,yes,no,unknown,4,3,jun,349,2,-1,0,unknown,no
98007760,Doncaster,UK,60,management,married,tertiary,no,553,yes,no,cellular,3,2,feb,343,1,210,3,success,no
72005986,Liverpool,UK,31,services,single,secondary,no,8,no,no,cellular,5,7,jul,340,3,-1,0,unknown,no
43119600,Glasgow,UK,31,admin.,single,secondary,no,396,yes,no,unknown,2,19,may,104,1,-1,0,unknown,no
69668811,London,UK,25,admin.,single,secondary,no,2816,no,no,cellular,5,30,apr,327,1,-1,0,unknown,yes
72458540,Bristol,UK,43,blue-collar,married,primary,no,-192,yes,no,unknown,2,8,may,1120,2,-1,0,unknown,yes
69201165,Southend-on-Sea,UK,40,unemployed,married,secondary,no,1289,no,no,cellular,3,26,may,260,2,-1,0,unknown,no
56626955,Darlington,UK,50,technician,married,tertiary,no,3117,no,no,cellular,1,20,nov,44,2,164,1,failure,no
10382585,Portsmouth,UK,32,technician,single,tertiary,no,388,no,no,cellular,5,29,apr,250,3,-1,0,unknown,yes
31826042,Basingstoke,UK,32,management,single,tertiary,no,10281,no,no,cellular,1,22,apr,400,1,-1,0,unknown,yes
13356404,Coventry,UK,57,admin.,married,primary,no,1694,yes,no,telephone,3,17,nov,378,1,-1,0,unknown,no
30337541,Bristol,UK,47,management,married,primary,yes,145,no,yes,unknown,3,1,jul,163,1,-1,0,unknown,no
99265235,Huddersfield,UK,35,blue-collar,married,secondary,no,120,yes,no,unknown,2,28,may,245,2,-1,0,unknown,no
49207258,Salford,UK,36,technician,married,secondary,no,1345,yes,no,unknown,4,30,may,231,3,-1,0,unknown,no
24125708,Salford,UK,38,management,single,tertiary,no,427,yes,no,cellular,5,6,may,17,3,169,2,failure,no
37075425,Wigan,UK,61,management,married,tertiary,no,997,no,no,cellular,5,22,jun,269,1,104,1,success,yes
14152636,London,UK,42,blue-collar,single,primary,no,4930,no,no,unknown,5,18,jun,973,1,-1,0,unknown,yes
11433694,Colchester,UK,35,blue-collar,married,primary,no,0,yes,no,cellular,1,8,may,265,1,290,2,failure,no
66537937,Bath,UK,28,admin.,single,secondary,no,0,yes,yes,cellular,5,18,may,390,5,-1,0,unknown,yes
92872376,Weston-super-Mare,UK,33,admin.,married,secondary,no,0,yes,yes,cellular,3,9,jul,160,1,-1,0,unknown,no
40199000,Stevenage,UK,51,blue-collar,married,primary,no,0,no,no,cellular,1,20,nov,85,1,-1,0,unknown,no
36349640,Plymouth,UK,48,admin.,married,secondary,no,-30,yes,no,cellular,2,7,may,133,1,-1,0,unknown,no
78826397,Bristol,UK,28,technician,married,secondary,no,655,yes,no,unknown,2,9,may,179,2,-1,0,unknown,no
41028914,Bedford,UK,38,services,married,secondary,no,4017,no,no,cellular,5,4,aug,470,1,96,3,success,yes
67379272,Cheltenham,UK,32,unemployed,married,secondary,no,262,no,no,cellular,5,29,jan,203,1,-1,0,unknown,no
69549310,Birmingham,UK,34,management,single,tertiary,no,1190,no,no,cellular,4,3,feb,18,7,-1,0,unknown,no
64923627,Hastings,UK,28,management,single,tertiary,no,3238,yes,no,unknown,1,19,may,7,1,-1,0,unknown,no
46736202,London,UK,20,student,single,secondary,no,215,no,no,cellular,4,21,aug,228,4,183,1,other,yes
37806481,Nottingham,UK,66,retired,married,primary,no,206,no,no,cellular,3,9,feb,479,1,-1,0,unknown,yes
