Age,Gender,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Premium
24,F,4,0,4,1200,6,Garage,4,221.055296
45,F,21,0,0,1800,6,Garage,1,198.9773154
61,F,19,0,2,1800,7,Garage,1,222.6656811
51,M,8,0,1,1600,7,Garage,3,209.3244006
80,M,6,0,1,1200,4,Garage,3,201.7245978
63,F,24,0,4,1200,5,Garage,1,238.2790648
26,F,1,0,0,1200,3,Garage,8,164.5633203
25,M,2,0,2,1400,6,Drive,6,210.2074479
72,F,30,0,1,1400,2,Drive,12,216.486008
57,M,12,4,1,1200,6,Road,8,247.2975071
28,M,4,0,0,1200,4,Garage,18,192.0823
30,M,9,4,4,1400,5,Road,11,270.6010187
28,F,10,0,0,1200,6,Garage,1,187.2188273
25,M,5,0,1,1200,2,Drive,1,188.1188565
76,M,8,0,4,1200,2,Garage,1,222.7737456
74,F,23,0,4,1200,2,Road,2,247.8088211
31,M,14,0,2,1600,5,Garage,14,224.132323
47,F,26,0,0,1200,4,Garage,5,196.8002621
48,M,3,8,0,1200,6,Garage,2,213.3656835
26,F,8,0,3,1600,4,Garage,4,213.273024
23,M,3,0,3,1800,3,Garage,1,202.7987256
21,M,2,0,4,1200,2,Garage,1,201.3937035
19,M,2,0,4,2000,3,Garage,1,208.5533654
25,F,8,0,4,1600,6,Road,1,245.9654597
20,M,1,0,2,1200,3,Garage,2,181.6644062
74,M,51,0,3,1400,5,Road,1,260.3674356
63,M,39,0,4,1400,4,Road,7,268.7586334
67,M,32,0,4,1400,6,Garage,1,248.274692
26,M,4,0,2,1400,5,Drive,6,213.6354369
43,M,1,4,3,1800,5,Garage,5,222.3598161
59,M,30,0,2,1200,6,Garage,12,234.770389
78,M,55,0,0,1200,5,Garage,16,222.6218924
78,F,32,0,4,1400,3,Garage,4,238.6488593
64,F,36,4,4,1400,6,Garage,2,258.9838133
38,F,8,0,1,1400,5,Garage,2,197.0165314
40,M,15,0,2,1400,6,Garage,1,218.0867011
66,M,40,4,4,1400,3,Garage,5,257.2309083
43,F,7,0,1,1400,2,Road,2,204.7199821
69,M,37,0,0,1200,5,Garage,7,211.2697517
64,M,18,0,0,1400,6,Garage,4,205.7053026
31,M,1,0,3,1200,6,Garage,3,205.2124081
43,M,4,0,2,1600,3,Garage,6,203.5169142
62,F,27,0,3,1200,6,Garage,14,241.9242804
66,M,10,0,4,1200,6,Road,1,258.0784291
42,M,24,8,2,1400,6,Garage,2,249.7037181
21,F,1,4,1,1200,4,Garage,3,186.0238218
46,M,1,0,3,1400,3,Garage,8,203.8984326
36,M,16,0,0,1200,3,Road,15,218.9474093
74,M,35,0,4,1200,4,Garage,7,248.4096142
49,M,20,0,4,1400,5,Garage,3,241.1807303
24,M,1,0,2,1200,4,Garage,1,186.1587396
52,F,2,8,2,1200,3,Road,3,238.3203419
47,F,24,0,1,1800,4,Garage,6,208.987246
53,F,7,0,1,1200,5,Garage,1,197.0391728
37,F,18,0,4,1200,2,Drive,1,227.502664
71,F,51,4,1,1400,4,Garage,2,227.1944398
25,F,1,0,4,1600,6,Garage,3,210.9299274
43,M,19,0,1,1400,3,Garage,4,203.7144142
69,F,40,0,3,1200,3,Garage,10,233.4824357
39,M,2,0,2,1400,6,Garage,2,202.5649344
56,F,29,0,1,1400,5,Drive,2,218.4214899
44,F,2,0,2,1800,3,Garage,3,192.3445681
41,F,8,4,2,1800,7,Garage,2,226.7006206
27,F,3,0,2,1400,6,Garage,4,200.4668571
20,F,1,0,2,1200,3,Garage,19,191.2644062
70,F,43,0,0,1200,6,Road,1,226.2180733
71,M,24,0,3,1200,4,Road,1,250.2601787
27,F,10,0,1,1200,5,Garage,9,200.896932
41,M,1,0,2,1400,6,Drive,1,204.6198404
77,M,7,0,2,1800,6,Garage,4,220.8855605
64,F,41,0,0,1400,4,Garage,6,204.4847036
28,M,6,0,3,1400,3,Garage,4,211.0610133
48,M,24,0,0,1200,5,Road,4,222.5035951
67,F,28,0,3,1200,3,Garage,3,224.7937251
30,F,6,0,4,1200,3,Drive,12,231.2422028
36,M,7,0,3,1200,3,Garage,3,212.7339807
66,F,13,0,2,1400,5,Garage,1,214.5171425
69,F,38,0,2,1400,5,Drive,6,235.4538511
49,M,20,0,0,1200,5,Garage,6,202.8099769
35,F,2,0,0,1200,4,Garage,3,172.3222709
71,F,11,0,4,2000,6,Garage,1,237.9792398
34,F,15,0,0,1400,2,Garage,2,178.9383858
57,F,22,8,4,1400,5,Road,8,289.8197262
60,F,15,0,1,1200,6,Garage,3,208.1596685
71,M,25,0,2,1600,6,Garage,4,229.8313664
45,M,26,0,4,1400,6,Garage,16,255.4293361
28,F,7,0,0,1400,3,Garage,3,177.4942187
68,M,12,0,1,1200,4,Road,1,224.3696238
61,M,2,0,3,1600,7,Drive,4,228.4664316
49,F,14,0,4,1400,6,Garage,9,241.5582849
46,F,17,0,4,1200,3,Garage,3,227.793386
72,F,10,0,3,1200,2,Garage,11,218.1263563
64,M,12,0,2,1200,4,Garage,1,213.8846269
18,M,1,0,4,1400,5,Garage,4,210.0032838
60,F,6,0,2,1200,4,Garage,9,210.2231412
40,M,15,0,3,1400,4,Garage,2,223.4804996
54,F,3,0,0,1200,5,Garage,2,181.210327
52,M,30,0,3,1400,7,Garage,17,250.586135
64,F,44,0,3,1200,6,Garage,1,235.6850922
31,M,9,0,0,1200,3,Road,11,209.9482423
33,M,8,0,3,1400,6,Garage,2,222.3188567
37,M,15,0,0,1400,2,Road,1,202.8148449
41,M,11,0,4,1200,4,Garage,16,241.6260477
23,F,5,0,4,1200,5,Garage,1,217.6690134
64,F,27,0,1,1200,3,Garage,1,202.5363076
27,F,10,0,4,1200,6,Garage,2,227.7278861
52,M,32,0,3,1200,3,Road,1,246.234385
20,F,1,0,1,1400,6,Road,10,204.077122
36,M,15,0,3,1600,7,Road,2,250.7668163
34,M,5,0,0,1200,6,Road,1,207.2268979
23,M,2,0,0,1200,3,Garage,6,171.5276792
52,M,33,8,3,1400,5,Garage,16,272.7289867
24,F,7,0,1,1200,5,Garage,5,193.9012682
52,M,29,0,1,2800,5,Garage,17,229.294362
52,M,9,0,1,1400,3,Road,2,217.6570478
30,F,1,0,3,1200,4,Road,9,220.343888
80,F,35,0,0,1200,6,Garage,2,206.439508
25,M,6,0,3,1200,3,Garage,7,211.7836304
23,M,2,0,3,1400,6,Garage,1,207.540395
26,M,9,0,2,1400,6,Garage,7,215.3538328
42,F,16,0,4,1200,5,Garage,6,235.7916231
54,M,20,4,3,1200,2,Garage,1,230.7034105
79,F,30,0,2,1400,5,Road,12,251.4454716
80,F,29,0,3,1200,3,Garage,1,224.8931277
76,M,34,0,2,1200,3,Garage,1,219.7552989
36,F,12,0,0,1400,3,Road,1,202.2167061
72,F,5,0,1,1400,6,Road,11,228.0000961
49,F,13,0,4,1200,3,Road,1,244.5527053
39,M,15,0,0,1200,5,Garage,7,199.4824511
33,F,16,0,0,1400,5,Garage,16,202.63308
80,F,24,0,3,1200,2,Garage,2,218.7729903
65,F,26,0,0,1200,3,Garage,1,192.3584185
44,F,16,0,0,1200,5,Drive,8,205.7637832
53,F,2,8,4,1400,3,Garage,7,242.4434808
55,M,38,0,3,1400,5,Garage,1,235.6396645
46,M,12,0,0,1400,4,Garage,15,203.2134468
54,F,1,0,4,1200,4,Garage,10,215.8461814
42,F,16,4,2,1400,2,Garage,1,213.6785
53,F,20,0,3,2000,4,Garage,3,226.6166306
44,M,16,0,1,1400,6,Road,8,234.9654907
55,F,10,0,0,1200,2,Road,1,197.9716928
52,F,1,0,0,1200,3,Garage,10,171.7084978
72,F,34,0,1,1200,2,Garage,2,200.7165597
64,F,45,0,0,1600,7,Garage,2,210.1586278
19,M,2,0,4,1200,6,Garage,10,222.4411997
73,M,28,0,1,1600,5,Road,1,236.1292783
71,M,42,4,3,1200,5,Garage,5,254.2456856
79,M,36,0,2,1800,4,Garage,3,227.9853689
43,F,8,0,4,1600,3,Garage,3,222.6620916
18,F,1,0,0,1200,6,Garage,2,166.0634845
76,M,2,0,3,1200,3,Garage,11,215.0895922
32,F,1,0,3,1200,4,Garage,9,200.8601962
25,F,3,0,1,1400,5,Garage,5,188.2202147
37,F,1,0,4,1400,6,Drive,1,219.7986071
46,F,25,0,0,1400,4,Garage,3,195.4852002
27,M,1,0,4,1800,4,Road,1,229.1283295
73,M,33,4,1,1600,5,Drive,1,238.7770361
30,F,2,0,0,1400,3,Garage,2,167.2240579
68,F,25,0,0,1400,5,Garage,9,206.387378
70,M,9,0,2,2000,4,Garage,7,219.6541957
51,F,9,0,1,1200,5,Garage,18,212.341958
44,M,7,0,0,1400,6,Garage,11,200.7520621
30,M,13,0,3,1200,5,Garage,8,227.0387303
77,F,1,0,3,1200,3,Road,5,220.8489914
73,M,17,0,0,1600,7,Road,5,229.8236455
50,M,21,0,3,1400,5,Garage,1,230.1326733
37,F,10,0,4,1200,4,Drive,2,232.842333
41,M,15,0,3,1600,7,Garage,2,231.8072413
29,F,9,0,1,1400,5,Garage,14,205.396473
25,M,2,0,2,1200,5,Garage,1,195.0057404
60,M,4,0,3,1400,5,Garage,1,218.3254211
53,M,25,8,1,1400,3,Road,4,254.24931
76,M,31,4,1,1600,3,Garage,9,230.1880561
20,F,3,0,1,1600,6,Garage,17,199.1336773
18,F,1,0,4,1200,5,Garage,11,210.8325304
49,F,19,8,3,1400,7,Garage,2,257.1233471
58,F,5,0,0,1200,2,Garage,1,172.851394
32,M,10,0,4,1600,6,Garage,15,244.9254888
65,M,39,0,3,1400,3,Garage,1,230.3728928
28,M,6,0,3,1400,4,Garage,7,217.2967742
26,F,5,0,1,1800,4,Garage,6,191.7019101
29,F,2,4,2,1600,2,Garage,4,197.1476344
18,M,1,0,4,1400,3,Garage,3,202.3922755
21,M,1,0,3,1600,3,Garage,7,197.4931379
37,M,2,0,1,1200,2,Garage,2,176.7248673
44,F,3,0,1,1400,4,Drive,1,194.5674778
42,M,25,0,4,1200,3,Garage,6,236.5509116
76,M,15,0,4,1400,4,Road,3,259.4153307
45,F,20,0,4,1800,7,Road,3,262.2423365
50,M,14,0,4,1800,5,Garage,2,238.9455246
61,M,40,8,1,1400,6,Road,3,267.575957
63,F,16,0,1,1800,7,Garage,2,212.348966
45,F,10,8,2,1200,5,Road,1,255.2502037
42,M,25,0,4,1400,7,Road,2,265.4189698
38,F,21,0,2,1200,3,Garage,2,207.1554168
67,F,34,0,0,1200,6,Road,16,235.9889356
41,M,20,0,2,1200,6,Road,2,240.6149452
39,M,1,0,3,1400,6,Garage,1,206.219757
58,F,40,0,2,1200,5,Road,6,245.7041361
42,F,6,0,1,1200,3,Garage,11,195.1339807
37,M,1,0,4,1400,4,Garage,4,212.7924057
63,M,9,0,2,1400,5,Garage,1,215.2031842
35,M,9,8,0,1400,5,Garage,1,217.1675575
71,M,24,8,4,1400,4,Garage,7,272.4975987
34,M,17,0,4,1400,4,Drive,1,240.3816533
54,M,11,4,0,1200,2,Garage,6,199.9207145
75,F,20,0,1,1200,3,Garage,8,207.0043111
77,F,41,0,0,1400,3,Garage,2,198.9283213
30,M,5,0,1,1400,5,Road,11,222.5653921
32,F,9,0,3,1400,5,Drive,1,223.7839936
61,M,19,0,2,1600,5,Garage,9,227.9904695
28,M,4,0,3,1200,2,Garage,9,205.6403376
46,F,9,0,4,1200,4,Garage,1,224.9412368
71,F,46,0,3,1200,5,Garage,15,245.6401265
43,F,6,4,1,1200,4,Garage,3,206.091319
21,F,2,0,1,1400,6,Garage,5,186.0126208
26,F,9,4,3,2000,5,Garage,13,238.8395867
37,M,11,0,3,1400,7,Garage,1,227.0371117
45,M,6,8,3,1200,6,Road,8,273.1945528
76,M,7,0,1,1600,6,Garage,6,211.7920687
70,F,31,8,1,1400,5,Garage,3,240.206836
22,M,4,8,3,1400,3,Garage,1,230.1546626
49,F,24,0,1,1200,2,Garage,7,198.8513396
20,M,3,0,1,1400,2,Road,17,207.8178565
74,F,25,0,2,1800,5,Road,1,241.9204092
65,M,47,0,1,1400,6,Garage,1,221.1075428
25,M,6,4,1,1200,3,Garage,3,201.9169637
38,M,12,0,3,1400,5,Garage,1,223.4602522
70,F,15,0,0,1600,7,Drive,3,210.8866267
62,F,2,0,2,1200,6,Drive,11,216.702763
52,F,31,0,1,1400,2,Garage,5,200.5449474
65,F,30,0,2,1400,3,Drive,1,222.2739786
69,F,48,0,2,1200,6,Road,1,246.9829706
59,F,13,0,1,1200,3,Drive,1,204.0384424
39,F,10,0,2,1400,3,Drive,1,209.3984753
76,M,59,8,3,1400,3,Garage,7,266.4021344
75,M,43,0,3,1200,6,Garage,11,248.7700163
64,M,41,0,4,2400,7,Garage,18,268.2412299
67,M,17,4,3,2000,3,Garage,14,249.4892572
36,M,1,0,3,1200,3,Garage,1,195.5666995
23,F,5,0,2,1400,7,Garage,1,202.9260633
68,M,34,0,4,1800,7,Drive,13,269.7901242
44,F,16,0,2,1800,5,Garage,12,222.9911087
73,M,26,0,4,1400,2,Garage,1,232.6515478
69,M,19,0,4,1200,2,Drive,1,236.9207105
31,M,10,8,3,1400,5,Garage,7,251.8395548
54,M,2,0,1,1200,4,Garage,15,199.3913588
44,M,23,0,4,1200,2,Road,1,246.8498174
36,M,1,0,2,1400,5,Road,15,224.3484613
74,F,16,4,1,1400,5,Garage,2,221.2268736
48,F,11,0,3,1200,5,Garage,3,221.4623266
36,M,14,0,0,1200,2,Garage,12,190.0729567
56,M,38,4,4,2000,5,Garage,5,264.1005206
24,F,6,0,4,1200,6,Road,2,242.6990168
59,F,1,0,1,1600,5,Garage,8,189.3682663
76,M,4,0,1,1400,5,Road,5,223.4165314
23,F,4,0,0,1200,5,Garage,3,177.483865
43,F,25,0,4,1400,3,Garage,6,233.509909
54,M,30,0,0,1800,5,Garage,4,207.2583333
56,M,20,0,3,1200,2,Road,17,250.4610183
72,M,13,0,4,1400,2,Drive,4,237.3960238
69,F,33,0,1,1800,4,Road,18,244.2065471
64,F,10,0,3,1600,3,Garage,3,217.6287038
25,M,8,0,3,1200,3,Road,2,230.085087
65,F,2,0,1,1200,2,Road,13,206.0326222
35,M,14,0,3,1400,5,Road,1,244.0355529
60,M,9,8,4,1400,3,Garage,1,254.6685212
56,F,22,0,3,1200,6,Road,3,250.6716636
41,M,15,0,4,1200,5,Road,5,258.2825345
53,F,4,0,0,1400,4,Garage,16,192.3577526
37,F,18,4,0,1400,6,Garage,7,213.0549145
34,M,12,0,1,1400,6,Garage,2,205.8014012
37,M,14,0,4,1800,7,Garage,11,248.2229803
53,M,8,0,2,1400,7,Garage,2,218.1644739
25,F,3,0,1,1200,3,Garage,7,182.2384529
74,M,26,0,1,1200,3,Drive,2,216.1958411
22,F,2,0,4,1400,3,Road,1,223.9428185
58,F,13,0,1,1200,5,Garage,19,217.1126953
58,M,2,0,3,1400,6,Garage,14,225.3399854
28,F,1,0,0,1200,4,Garage,3,164.9919451
74,M,8,0,4,1400,5,Garage,5,238.7483628
46,M,16,0,0,1200,4,Garage,7,198.3441499
49,M,30,8,0,1400,5,Garage,2,230.2911178
19,F,1,0,2,1200,2,Road,1,191.0478584
50,M,4,0,3,1600,6,Drive,9,234.3654597
36,F,13,0,3,1200,2,Drive,2,215.480093
72,F,50,0,0,1400,2,Road,12,222.572613
79,M,33,0,2,1200,3,Drive,2,228.6261913
45,M,11,8,2,1400,5,Garage,1,240.7834385
38,M,15,0,3,1200,2,Garage,4,214.6574375
70,M,44,0,0,1200,2,Garage,4,198.1538256
44,M,4,0,1,1400,2,Garage,1,183.6269719
68,F,29,0,1,1200,2,Garage,1,198.1867749
45,F,27,0,4,1200,2,Drive,11,240.3123414
72,M,9,0,4,1400,2,Road,4,246.4542256
36,M,7,0,3,1400,2,Drive,4,216.8985327
45,M,9,0,2,1400,2,Garage,10,207.4941965
25,M,2,0,3,1200,4,Garage,16,214.030493
66,F,5,0,3,1200,5,Garage,3,217.7022976
52,M,16,0,3,1200,6,Drive,18,251.53117
59,M,16,0,2,1400,5,Garage,4,221.6813191
76,M,19,0,0,1400,6,Garage,2,205.9126424
38,M,13,0,2,1400,4,Garage,8,216.7253465
59,F,21,0,3,1200,3,Road,1,239.8750271
47,M,17,0,1,1400,4,Garage,1,204.97195
70,F,43,8,3,1200,2,Garage,5,251.4365761
38,F,12,0,0,1200,3,Drive,2,190.6784905
70,F,39,8,0,1400,4,Road,1,247.4681842
52,M,22,0,1,1600,5,Road,17,244.2862561
21,M,2,0,0,1200,6,Road,6,200.0418674
73,M,53,4,3,1200,5,Garage,3,254.7289005
20,M,2,0,0,1200,6,Garage,16,187.6515461
59,M,5,0,0,1400,7,Road,5,217.6624091
29,M,2,0,1,1400,5,Garage,1,186.9638538
65,F,36,0,2,1400,6,Garage,1,224.9745135
34,M,17,0,3,1200,6,Garage,5,230.2171014
69,F,12,0,1,1600,4,Garage,2,202.7248246
68,M,7,4,0,1800,5,Garage,4,210.7935581
68,F,31,4,1,1600,3,Garage,3,220.498251
53,M,17,0,1,1400,7,Garage,6,217.3946483
48,F,13,0,3,1200,5,Garage,9,227.5987593
21,M,3,0,0,1200,3,Garage,16,182.0436258
19,M,1,0,1,1200,6,Road,4,202.0960223
79,F,42,4,4,1200,6,Garage,1,260.3307835
52,F,1,8,2,1200,4,Road,13,244.6109254
32,M,15,0,0,1400,3,Garage,18,200.6595903
78,F,6,0,3,1800,4,Drive,9,232.3493809
30,M,5,0,1,1600,4,Road,1,212.2578017
19,F,2,0,4,1200,3,Garage,1,201.9992373
80,F,26,0,2,1200,3,Drive,10,229.2195334
55,M,5,0,3,1200,2,Garage,5,209.6265154
43,F,14,0,1,1200,5,Garage,2,201.7116159
28,M,9,0,2,1200,5,Garage,7,212.744989
57,M,30,0,3,1200,5,Garage,2,234.0635455
33,M,4,8,1,1400,3,Garage,2,214.1983835
30,M,9,0,3,1400,3,Road,1,232.4566771
67,M,42,0,3,1400,7,Garage,1,242.5055041
77,F,32,0,4,1600,7,Garage,17,260.9105938
32,F,4,0,4,1400,4,Garage,9,222.7213045
31,M,13,0,2,1200,5,Road,6,235.7010488
67,F,6,0,2,1200,6,Road,13,239.7121271
47,F,20,0,3,1400,6,Road,1,247.6783028
38,M,14,0,3,1200,6,Road,4,248.7536583
59,M,23,0,3,1600,6,Garage,4,237.6831741
59,M,8,0,0,1400,3,Road,4,209.3251333
59,F,32,0,1,1400,4,Garage,1,207.8512492
59,M,8,0,1,1800,3,Road,1,218.1817055
66,M,22,0,4,2000,4,Road,2,262.3340147
73,F,38,0,4,1200,6,Garage,18,259.1648752
48,F,30,4,3,1200,6,Garage,2,244.4530309
80,M,28,0,1,1400,3,Garage,13,218.9831506
43,F,25,0,1,1200,4,Garage,17,215.3749165
49,M,32,0,0,1200,2,Road,12,219.1527962
79,F,51,4,3,1600,5,Road,6,274.8914879
22,M,4,0,0,1400,2,Garage,6,172.0817945
76,M,35,0,1,1400,3,Garage,4,213.1579526
25,F,8,0,4,1200,5,Garage,19,236.4960953
55,F,36,0,4,1800,3,Garage,9,242.0526906
71,F,54,0,1,1400,6,Drive,6,230.9245752
43,F,22,0,1,1200,5,Garage,19,218.9274969
47,F,27,0,3,1200,6,Garage,4,231.7083862
23,F,3,0,4,1400,5,Garage,1,214.3531618
74,M,28,0,3,1200,3,Garage,16,239.9887049
49,F,7,0,3,1800,4,Garage,1,215.4634781
34,M,1,0,0,1200,2,Drive,3,169.3032308
47,M,30,0,3,1400,4,Garage,4,231.9158223
32,F,6,0,4,1200,2,Drive,4,219.9523096
32,M,6,0,4,1200,2,Drive,6,225.5523096
59,M,7,8,2,1600,3,Road,1,253.1912058
62,F,1,0,1,1600,4,Road,2,201.9897944
50,F,32,0,3,1800,5,Road,3,252.3589532
43,F,10,0,4,1400,2,Garage,8,222.3733817
54,M,32,0,3,1200,4,Garage,2,231.1720686
73,M,2,0,0,1200,5,Garage,5,186.7784093
37,M,5,0,3,1200,2,Road,1,223.2551932
46,F,12,0,3,1200,2,Garage,1,208.000731
60,F,21,0,4,1400,2,Road,5,248.574036
68,F,46,0,3,1600,6,Garage,11,245.9641136
75,M,46,0,0,1200,2,Garage,3,198.2613827
63,M,5,8,1,1400,6,Garage,3,231.1985116
60,F,14,0,3,1200,6,Garage,3,227.6077256
64,F,6,0,3,1600,3,Garage,6,215.9420988
70,M,2,0,1,1600,7,Road,1,219.1674026
73,M,41,8,4,1400,5,Garage,4,277.5792285
28,M,10,0,3,1200,3,Garage,1,211.9768649
55,M,18,8,0,1400,5,Garage,2,227.128616
73,F,16,4,1,1200,2,Garage,6,211.3300652
35,M,10,0,2,1200,6,Garage,2,213.8039757
30,F,5,0,0,1600,6,Garage,2,184.4640032
63,M,15,0,0,1400,5,Road,1,219.2897892
44,F,12,0,3,1200,5,Garage,5,223.0623266
53,F,20,0,4,1400,7,Garage,4,243.0947997
52,M,22,8,0,1200,3,Garage,2,220.7035041
24,F,7,0,3,1400,4,Road,10,235.6967742
33,F,5,0,0,1200,6,Garage,20,198.1880742
31,M,13,0,1,1200,4,Garage,18,212.3258015
77,M,41,0,0,1400,5,Road,1,228.9393297
45,M,13,0,3,1400,5,Garage,4,227.8532045
47,M,3,0,3,1400,3,Road,3,228.8593805
60,M,35,0,2,1800,5,Garage,18,240.5344229
20,F,2,0,0,1200,3,Garage,9,168.8095837
18,F,1,0,2,1200,3,Garage,5,179.2215221
42,F,2,8,4,1200,3,Garage,1,235.0117491
57,F,5,0,1,1200,3,Road,1,208.1184615
76,M,11,4,0,1400,3,Garage,7,209.6316637
18,M,1,0,3,1200,4,Garage,7,198.6572831
74,F,24,0,3,1200,5,Garage,7,234.3665077
75,M,56,0,4,1200,6,Garage,2,253.6832289
22,M,2,0,0,1400,4,Garage,5,174.9785795
60,M,19,0,0,1400,2,Road,7,213.3733683
26,F,8,0,2,1400,6,Garage,3,207.2115685
35,M,3,0,1,1200,4,Garage,1,187.9659918
37,F,17,0,4,1200,2,Garage,6,223.0453966
65,M,10,0,4,1200,2,Garage,5,226.5081255
44,F,3,8,4,1600,2,Road,5,257.859839
20,M,2,0,1,1200,5,Garage,12,192.020592
21,F,3,0,3,1200,2,Garage,4,193.0374244
38,M,11,0,2,1400,4,Garage,1,209.7889139
20,M,3,0,2,1200,2,Garage,8,189.8471031
22,M,3,8,2,1600,4,Garage,7,227.156624
62,M,33,0,0,1800,4,Garage,1,203.7507701
28,M,11,4,0,1400,3,Garage,1,196.843433
70,F,52,0,0,1400,4,Garage,9,209.5029741
45,M,18,0,2,1600,4,Road,13,245.3489933
58,F,22,8,3,1400,5,Garage,15,265.5588601
20,M,1,0,0,1800,6,Garage,2,172.9336942
32,M,12,4,4,1400,4,Garage,5,245.6435361
56,M,38,0,4,1200,2,Garage,4,235.1958494
57,F,20,0,2,1400,5,Garage,1,216.7905781
26,M,9,0,3,1200,2,Road,1,225.1349155
44,M,7,0,4,1400,2,Garage,17,230.9038982
29,M,11,0,0,1400,5,Garage,13,200.2018386
53,M,32,0,2,1400,2,Road,4,234.1513225
34,M,17,0,4,1200,2,Garage,1,222.3689375
76,M,34,0,3,1800,4,Garage,11,243.6183855
51,M,15,0,4,1400,4,Garage,1,234.6240691
21,F,4,0,0,1400,7,Garage,14,190.8131406
70,M,41,0,2,1200,2,Garage,15,226.3888851
77,F,1,0,0,2200,3,Garage,8,176.2796704
65,M,31,0,3,1400,2,Garage,6,227.1300958
31,F,3,0,2,1200,6,Garage,8,204.0013064
65,F,18,0,3,1200,3,Garage,3,221.0166203
38,M,20,0,4,1400,3,Garage,11,238.7358489
31,F,12,0,3,1800,6,Road,2,242.3189868
56,F,23,0,4,1600,7,Road,8,268.5210304
49,F,7,4,2,1400,3,Garage,1,213.7044783
70,M,7,4,1,1400,4,Garage,3,215.9936389
19,F,1,0,2,1400,6,Garage,2,187.2667757
22,M,5,0,2,1200,6,Road,1,223.7443534
32,M,4,0,1,1200,4,Garage,8,195.1505511
57,F,16,0,3,1600,4,Garage,4,225.0978393
31,M,5,0,4,1400,3,Garage,9,224.4167024
64,F,30,0,0,1600,5,Garage,1,201.6286104
63,F,26,0,4,1400,3,Road,11,260.8791515
55,F,30,0,4,1200,5,Garage,14,249.3778009
71,F,3,0,2,1200,2,Garage,1,190.3826839
20,F,2,0,4,1200,6,Garage,13,221.2515461
53,M,29,0,0,1200,3,Garage,1,195.59925
69,M,24,0,0,1400,5,Garage,1,203.7775924
60,M,29,0,2,1200,6,Garage,11,233.8336336
75,M,12,0,2,1200,4,Road,8,240.7534671
53,M,21,4,4,1400,3,Garage,8,252.7211496
28,M,8,0,4,1600,6,Garage,6,234.8720892
38,F,20,0,2,1200,3,Road,1,225.9650955
52,M,20,0,1,1200,6,Garage,3,213.3163184
45,M,1,0,3,1400,6,Garage,1,207.3645638
71,M,26,0,4,1200,3,Garage,19,251.4647593
59,M,35,0,4,1200,5,Garage,1,244.7726404
79,F,2,0,2,1200,5,Garage,15,211.4103166
27,F,2,0,3,1200,4,Garage,6,202.6461814
71,F,52,0,0,1200,2,Road,8,218.8037354
35,M,17,0,2,1400,6,Garage,2,218.8197551
31,F,4,0,3,1600,3,Road,5,226.0992109
70,M,6,8,2,1400,3,Road,6,256.6580058
68,F,37,0,2,1600,4,Road,2,241.6161243
50,F,1,0,0,1600,6,Garage,6,178.8751048
45,M,12,0,3,1400,2,Garage,4,214.9956531
67,F,31,0,0,1200,5,Garage,10,208.0189949
65,F,29,0,4,1400,6,Garage,9,249.6447286
28,F,3,0,4,1200,2,Garage,5,206.138881
64,M,11,0,2,1200,3,Garage,9,215.7527749
66,M,39,0,3,1200,6,Road,13,268.5662415
32,F,7,0,3,1600,6,Garage,14,227.2720892
80,M,28,0,0,1200,4,Road,19,236.8481582
31,F,6,0,1,1400,7,Garage,2,197.5725796
48,M,18,0,1,1200,6,Garage,8,215.8330926
50,F,33,0,1,1200,5,Drive,9,223.3778009
20,F,2,8,4,1800,3,Garage,1,231.1035759
48,M,26,0,1,1200,2,Garage,2,199.326727
70,F,21,4,4,1400,4,Garage,1,249.1825372
71,M,42,4,0,1200,5,Drive,13,238.6456856
56,M,36,0,1,1400,4,Garage,1,212.3760274
19,M,1,8,3,1400,3,Road,2,238.6914799
78,F,17,4,2,1200,5,Garage,17,243.362267
57,F,3,0,4,1200,5,Garage,5,224.0428648
59,M,25,0,3,1200,2,Road,3,241.4636527
79,F,32,0,2,1200,3,Garage,1,215.5800181
52,M,27,0,4,1200,4,Road,3,260.3109537
34,M,3,0,0,1200,6,Road,1,203.1402929
53,F,28,0,3,1200,6,Garage,3,232.1604818
28,M,4,0,1,1200,5,Garage,6,195.4575473
20,M,2,0,4,1800,6,Garage,2,218.4788716
20,M,3,0,4,1400,5,Garage,11,225.2350662
57,F,6,4,3,1200,3,Road,5,246.1103673
44,F,18,0,2,1400,5,Garage,4,216.2768009
62,F,39,4,4,1200,6,Garage,4,260.199412
80,F,3,0,2,1400,4,Garage,3,202.9501738
26,M,3,0,1,1400,6,Garage,1,191.7649344
51,M,6,0,3,1400,3,Drive,3,223.0579822
31,M,7,8,2,1600,5,Garage,3,236.4538122
70,F,6,4,4,1800,7,Garage,1,247.8785494
72,M,13,0,2,1200,6,Garage,3,222.4734342
50,M,24,8,3,1400,6,Garage,15,271.4985452
18,M,1,0,2,1200,2,Garage,3,176.2153206
28,F,3,0,4,1200,4,Garage,1,212.1808434
40,F,4,0,4,1200,5,Road,1,240.3109469
78,F,55,8,3,1200,3,Road,10,283.6775508
45,F,3,0,1,1400,4,Road,4,209.1472606
20,F,2,4,3,1400,6,Garage,7,220.5556328
46,M,27,4,2,1400,4,Garage,5,235.0342218
45,M,27,0,1,1600,3,Road,15,236.3569532
68,M,28,0,0,1600,7,Drive,6,222.0479609
68,M,2,0,0,1600,6,Garage,8,192.4801599
